type,device,instruction,input,output
入侵检测场景,Hillstone Networks Intrusion Prevention System,如何在 Hillstone Networks IPS 中配置入侵防护策略？,,"1. 登录到 Hillstone Networks IPS 管理界面：\n打开浏览器并访问 https://<hillstone-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Security Policy` > `Intrusion Prevention`。\n3. 创建新的入侵防护策略：\n点击 `Add Policy` 按钮，输入策略名称和描述（例如，`Default_IPS_Policy` 和 `默认 IPS 策略`）。\n4. 配置策略设置：\n在 `Policy Settings` 部分，选择 `IPS` 作为策略类型。\n5. 配置策略规则：\n在 `Rules` 部分，添加需要的安全规则（例如，`SQL Injection Protection`, `Cross-Site Scripting`）。\n6. 保存并应用策略：\n点击 `Save` 按钮保存策略配置。\n7. 将 IPS 策略应用到流量：\n导航到 `Traffic` > `Apply Policy`，选择需要应用策略的流量，点击 `Apply` 按钮。\n8. 保存并应用设置：\n点击 `Save` 按钮保存更改。"
入侵检测场景,Hillstone Networks Intrusion Prevention System,如何在 Hillstone Networks IPS 中配置日志设置？,,"1. 登录到 Hillstone Networks IPS 管理界面：\n打开浏览器并访问 https://<hillstone-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Log Management` > `Log Settings`。\n3. 配置日志目的地：\n在 `Log Destinations` 部分，选择 `Syslog`，输入 Syslog 服务器的地址（例如，192.168.1.100）。\n4. 配置日志级别：\n在 `Log Level` 部分，选择需要的日志级别（例如，`Information`, `Warning`, `Critical`）。\n5. 配置日志类型：\n在 `Log Categories` 部分，选择需要记录的日志类型（例如，`Event`, `Traffic`, `Threat`）。\n6. 保存并应用设置：\n点击 `Save` 按钮保存配置。\n7. 验证日志记录：\n导航到 `Log Management`，检查是否正常记录日志。"
入侵检测场景,Hillstone Networks Intrusion Prevention System,如何在 Hillstone Networks IPS 中配置用户认证？,,"1. 登录到 Hillstone Networks IPS 管理界面：\n打开浏览器并访问 https://<hillstone-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Administration` > `User Management`。\n3. 添加新的用户：\n点击 `Add User` 按钮。\n4. 输入用户信息：\n在 `Username` 字段中输入用户名，在 `Password` 和 `Confirm Password` 字段中输入密码。\n5. 配置用户角色：\n在 `Roles` 部分，选择用户角色（例如，`Administrator`, `Operator`）。\n6. 保存并应用设置：\n点击 `Save` 按钮保存用户配置。\n7. 验证用户认证：\n注销并使用新用户凭据重新登录管理界面，确认用户认证配置正常。"
入侵检测场景,Hillstone Networks Intrusion Prevention System,如何在 Hillstone Networks IPS 中配置应用服务？,,"1. 登录到 Hillstone Networks IPS 管理界面：\n打开浏览器并访问 https://<hillstone-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Application Control` > `Application Rules`。\n3. 创建新的应用服务：\n点击 `Add Application Rule` 按钮，输入规则名称和描述（例如，`App_Service_1` 和 `应用服务 1`）。\n4. 配置应用服务设置：\n在 `Settings` 部分，配置服务的 IP 地址和端口（例如，`192.168.1.10:80`）。\n5. 配置应用服务规则：\n在 `Rules` 部分，添加需要的应用规则（例如，`Allow HTTP`, `Deny FTP`）。\n6. 保存并应用服务配置：\n点击 `Save` 按钮保存配置。\n7. 验证服务运行：\n导航到 `Dashboard`，查看应用服务的运行状态，确认配置正确。"
入侵检测场景,NSFOCUS Intrusion Prevention System,如何配置 NSFOCUS IPS 的基本网络设置？,,1. 登录到 NSFOCUS IPS 管理界面：\n打开浏览器并访问 https://<nsfocus-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Network` > `Interfaces`。\n3. 配置网络接口 IP 地址：\n选择要配置的接口，点击 `Edit` 按钮。\n4. 输入 IP 地址和子网掩码：\n在 `IP Address` 字段中输入 IP 地址（例如，192.168.1.10），在 `Subnet Mask` 字段中输入子网掩码（例如，255.255.255.0）。\n5. 配置默认网关：\n导航到 `Network` > `Routing`，点击 `Add` 按钮，输入网关地址（例如，192.168.1.1）。\n6. 保存并应用设置：\n点击 `Save` 按钮保存更改。\n7. 验证网络连接：\n打开终端并执行 `ping 192.168.1.10`，确认网络连接正常。"
入侵检测场景,NSFOCUS Intrusion Prevention System,如何在 NSFOCUS IPS 中配置入侵防护策略？,,"1. 登录到 NSFOCUS IPS 管理界面：\n打开浏览器并访问 https://<nsfocus-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Security Policy` > `Intrusion Prevention`。\n3. 创建新的入侵防护策略：\n点击 `Add Policy` 按钮，输入策略名称和描述（例如，`Default_IPS_Policy` 和 `默认 IPS 策略`）。\n4. 配置策略设置：\n在 `Policy Settings` 部分，选择 `IPS` 作为策略类型。\n5. 配置策略规则：\n在 `Rules` 部分，添加需要的安全规则（例如，`SQL Injection Protection`, `Cross-Site Scripting`）。\n6. 保存并应用策略：\n点击 `Save` 按钮保存策略配置。\n7. 将 IPS 策略应用到流量：\n导航到 `Traffic Management` > `Apply Policy`，选择需要应用策略的流量，点击 `Apply` 按钮。\n8. 保存并应用设置：\n点击 `Save` 按钮保存更改。"
入侵检测场景,NSFOCUS Intrusion Prevention System,如何在 NSFOCUS IPS 中配置日志设置？,,"1. 登录到 NSFOCUS IPS 管理界面：\n打开浏览器并访问 https://<nsfocus-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Log Management` > `Log Settings`。\n3. 配置日志目的地：\n在 `Log Destinations` 部分，选择 `Syslog`，输入 Syslog 服务器的地址（例如，192.168.1.100）。\n4. 配置日志级别：\n在 `Log Level` 部分，选择需要的日志级别（例如，`Information`, `Warning`, `Critical`）。\n5. 配置日志类型：\n在 `Log Categories` 部分，选择需要记录的日志类型（例如，`Event`, `Traffic`, `Threat`）。\n6. 保存并应用设置：\n点击 `Save` 按钮保存配置。\n7. 验证日志记录：\n导航到 `Log Management`，检查是否正常记录日志。"
入侵检测场景,NSFOCUS Intrusion Prevention System,如何在 NSFOCUS IPS 中配置用户认证？,,"1. 登录到 NSFOCUS IPS 管理界面：\n打开浏览器并访问 https://<nsfocus-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Admin` > `User Management`。\n3. 添加新的用户：\n点击 `Add User` 按钮。\n4. 输入用户信息：\n在 `Username` 字段中输入用户名，在 `Password` 和 `Confirm Password` 字段中输入密码。\n5. 配置用户角色：\n在 `Roles` 部分，选择用户角色（例如，`Administrator`, `Operator`）。\n6. 保存并应用设置：\n点击 `Save` 按钮保存用户配置。\n7. 验证用户认证：\n注销并使用新用户凭据重新登录管理界面，确认用户认证配置正常。"
入侵检测场景,NSFOCUS Intrusion Prevention System,如何在 NSFOCUS IPS 中配置应用服务？,,"1. 登录到 NSFOCUS IPS 管理界面：\n打开浏览器并访问 https://<nsfocus-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Application Control` > `Application Rules`。\n3. 创建新的应用服务：\n点击 `Add Application Rule` 按钮，输入规则名称和描述（例如，`App_Service_1` 和 `应用服务 1`）。\n4. 配置应用服务设置：\n在 `Settings` 部分，配置服务的 IP 地址和端口（例如，`192.168.1.10:80`）。\n5. 配置应用服务规则：\n在 `Rules` 部分，添加需要的应用规则（例如，`Allow HTTP`, `Deny FTP`）。\n6. 保存并应用服务配置：\n点击 `Save` 按钮保存配置。\n7. 验证服务运行：\n导航到 `Dashboard`，查看应用服务的运行状态，确认配置正确。"
入侵检测场景,Untangle NG Firewall IPS,如何配置 Untangle NG Firewall 的基本网络设置？,,1. 登录到 Untangle NG Firewall 管理界面：\n打开浏览器并访问 https://<untangle-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Config` > `Network`。\n3. 配置网络接口 IP 地址：\n选择要配置的接口，点击 `Edit` 按钮。\n4. 输入 IP 地址和子网掩码：\n在 `IP Address` 字段中输入 IP 地址（例如，192.168.1.10），在 `Subnet Mask` 字段中输入子网掩码（例如，255.255.255.0）。\n5. 配置默认网关：\n在 `Routing` 部分，输入默认网关地址（例如，192.168.1.1）。\n6. 保存并应用设置：\n点击 `Save` 按钮保存更改。\n7. 验证网络连接：\n打开终端并执行 `ping 192.168.1.10`，确认网络连接正常。
入侵检测场景,Untangle NG Firewall IPS,如何在 Untangle NG Firewall 中配置 IPS 策略？,,"1. 登录到 Untangle NG Firewall 管理界面：\n打开浏览器并访问 https://<untangle-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Apps` > `Intrusion Prevention`。\n3. 启用 IPS 模块：\n点击 `Install` 按钮安装并启用 IPS 模块。\n4. 配置 IPS 策略：\n在 `IPS` 部分，点击 `Configure` 按钮，选择预定义的策略（例如，`Default`）或自定义策略。\n5. 配置检测模式：\n选择检测模式（例如，`Prevent`, `Detect`, `Off`）。\n6. 保存并应用设置：\n点击 `Save` 按钮保存更改。\n7. 验证 IPS 策略：\n导航到 `Reports` > `Intrusion Prevention`，查看是否有检测到的入侵事件。"
入侵检测场景,Untangle NG Firewall IPS,如何在 Untangle NG Firewall 中配置日志设置？,,"1. 登录到 Untangle NG Firewall 管理界面：\n打开浏览器并访问 https://<untangle-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Config` > `Logging`。\n3. 配置日志目的地：\n在 `Log Settings` 部分，输入 Syslog 服务器的地址（例如，192.168.1.100）。\n4. 配置日志级别：\n选择日志级别（例如，`Debug`, `Info`, `Warning`, `Error`）。\n5. 配置日志类型：\n选择需要记录的日志类型（例如，`System Logs`, `Firewall Logs`, `IPS Logs`）。\n6. 保存并应用设置：\n点击 `Save` 按钮保存配置。\n7. 验证日志记录：\n导航到 `Reports`，查看是否有正常记录的日志。"
入侵检测场景,Untangle NG Firewall IPS,如何在 Untangle NG Firewall 中配置用户认证？,,"1. 登录到 Untangle NG Firewall 管理界面：\n打开浏览器并访问 https://<untangle-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Config` > `Users`。\n3. 添加新的用户：\n点击 `Add User` 按钮。\n4. 输入用户信息：\n在 `Username` 字段中输入用户名，在 `Password` 和 `Confirm Password` 字段中输入密码。\n5. 配置用户角色：\n在 `Roles` 部分，选择用户角色（例如，`Admin`, `User`）。\n6. 保存并应用设置：\n点击 `Save` 按钮保存用户配置。\n7. 验证用户认证：\n注销并使用新用户凭据重新登录管理界面，确认用户认证配置正常。"
入侵检测场景,Untangle NG Firewall IPS,如何在 Untangle NG Firewall 中配置应用服务？,,"1. 登录到 Untangle NG Firewall 管理界面：\n打开浏览器并访问 https://<untangle-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Apps` > `App Settings`。\n3. 添加新的应用服务：\n点击 `Add` 按钮，选择要添加的应用服务（例如，`Web Filter`, `Spam Blocker`）。\n4. 配置应用服务设置：\n在应用服务设置页面，配置相关选项（例如，`Enable Web Filter`, `Configure Spam Filter`）。\n5. 保存并应用服务配置：\n点击 `Save` 按钮保存配置。\n6. 验证服务运行：\n导航到 `Dashboard`，查看应用服务的状态，确认配置正确。"
入侵检测场景,AlienVault USM (Unified Security Management),如何配置 AlienVault USM 的网络设置？,,1. 登录到 AlienVault USM 管理界面：\n打开浏览器并访问 https://<usm-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `System` > `Network`。\n3. 配置主机 IP 地址：\n选择 `Interfaces` 选项卡，点击要配置的网络接口。\n4. 设置 IP 地址和子网掩码：\n在 `IPv4 Address` 字段中输入 IP 地址（例如，192.168.1.10），在 `Subnet Mask` 字段中输入子网掩码（例如，255.255.255.0）。\n5. 配置默认网关：\n在 `Default Gateway` 字段中输入默认网关地址（例如，192.168.1.1）。\n6. 配置 DNS 服务器：\n在 `DNS` 部分输入主 DNS 和备用 DNS 服务器地址（例如，8.8.8.8 和 8.8.4.4）。\n7. 保存并应用设置：\n点击 `Save` 按钮保存更改。\n8. 验证网络连接：\n打开终端并执行 `ping 192.168.1.10`，确认网络连接正常。"
入侵检测场景,AlienVault USM (Unified Security Management),如何在 AlienVault USM 中配置事件源？,,"1. 登录到 AlienVault USM 管理界面：\n打开浏览器并访问 https://<usm-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Sensors` > `Sensor Configuration`。\n3. 添加新的事件源：\n点击 `Add New` 按钮。\n4. 配置事件源信息：\n在 `Name` 字段中输入事件源名称，在 `IP Address` 字段中输入事件源 IP 地址（例如，192.168.1.20）。\n5. 选择事件源类型：\n在 `Type` 下拉菜单中选择事件源类型（例如，`Firewall`, `Server`, `Application`）。\n6. 配置收集设置：\n选择事件收集级别（例如，`Low`, `Medium`, `High`）。\n7. 保存并应用设置：\n点击 `Save` 按钮保存更改。\n8. 验证事件源配置：\n导航到 `Logs` > `Events`，查看是否有来自新事件源的事件记录。"
入侵检测场景,AlienVault USM (Unified Security Management),如何在 AlienVault USM 中配置报警设置？,,"1. 登录到 AlienVault USM 管理界面：\n打开浏览器并访问 https://<usm-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Configuration` > `Alerting`。\n3. 配置报警接收人：\n在 `Alert Recipients` 部分，点击 `Add` 按钮，输入收件人的电子邮件地址（例如，admin@example.com）。\n4. 配置报警规则：\n在 `Alert Rules` 部分，点击 `Add` 按钮，选择或创建报警规则（例如，`High Severity`, `Critical Events`）。\n5. 配置报警条件：\n设置报警条件和触发阈值（例如，`Number of Events` 大于 `100`）。\n6. 保存并应用设置：\n点击 `Save` 按钮保存更改。\n7. 验证报警功能：\n触发一个测试报警并确认报警邮件是否正常接收。"
入侵检测场景,AlienVault USM (Unified Security Management),如何在 AlienVault USM 中配置资产管理？,,"1. 登录到 AlienVault USM 管理界面：\n打开浏览器并访问 https://<usm-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Assets` > `Asset Management`。\n3. 添加新的资产：\n点击 `Add New Asset` 按钮。\n4. 输入资产信息：\n在 `Asset Name` 字段中输入资产名称，在 `IP Address` 字段中输入资产 IP 地址（例如，192.168.1.30）。\n5. 配置资产类型：\n在 `Type` 下拉菜单中选择资产类型（例如，`Server`, `Workstation`, `Network Device`）。\n6. 配置资产标签：\n在 `Tags` 字段中输入标签（例如，`Critical`, `Database Server`）。\n7. 保存并应用设置：\n点击 `Save` 按钮保存更改。\n8. 验证资产记录：\n导航到 `Assets` > `Asset List`，查看新添加的资产是否显示在列表中。"
入侵检测场景,AlienVault USM (Unified Security Management),如何在 AlienVault USM 中配置报告设置？,,"1. 登录到 AlienVault USM 管理界面：\n打开浏览器并访问 https://<usm-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Reports` > `Report Configuration`。\n3. 创建新的报告：\n点击 `Create Report` 按钮。\n4. 配置报告参数：\n在 `Report Name` 字段中输入报告名称，在 `Report Type` 下拉菜单中选择报告类型（例如，`Summary Report`, `Detailed Report`）。\n5. 配置报告时间范围：\n设置报告时间范围（例如，`Last 24 Hours`, `Last 7 Days`）。\n6. 配置报告接收人：\n在 `Recipients` 字段中输入接收人电子邮件地址（例如，admin@example.com）。\n7. 保存并生成报告：\n点击 `Save` 按钮保存设置，并点击 `Generate Report` 按钮生成报告。\n8. 验证报告生成：\n导航到 `Reports` > `Generated Reports`，查看生成的报告是否正常。"
入侵检测场景,Clavister NetWall IPS,如何配置 AlienVault USM 的基本网络设置？,,1. 登录到 AlienVault USM 管理界面：\n打开浏览器并访问 https://<alienvault-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `System` > `Network`。\n3. 配置网络接口 IP 地址：\n选择要配置的接口，点击 `Edit` 按钮。\n4. 输入 IP 地址和子网掩码：\n在 `IP Address` 字段中输入 IP 地址（例如，192.168.1.10），在 `Subnet Mask` 字段中输入子网掩码（例如，255.255.255.0）。\n5. 配置默认网关：\n在 `Default Gateway` 字段中输入默认网关地址（例如，192.168.1.1）。\n6. 配置 DNS 服务器：\n在 `DNS` 部分输入主 DNS 和备用 DNS 服务器地址（例如，8.8.8.8 和 8.8.4.4）。\n7. 保存并应用设置：\n点击 `Save` 按钮保存更改。\n8. 验证网络连接：\n打开终端并执行 `ping 192.168.1.10`，确认网络连接正常。
入侵检测场景,Clavister NetWall IPS,如何在 AlienVault USM 中配置入侵检测系统 (IDS)？,,1. 登录到 AlienVault USM 管理界面：\n打开浏览器并访问 https://<alienvault-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Sensors` > `Sensor Configuration`。\n3. 添加新的传感器：\n点击 `Add Sensor` 按钮，输入传感器名称和描述。\n4. 配置传感器设置：\n选择传感器类型（例如，`Snort IDS`），配置 IP 地址和网络接口。\n5. 配置传感器规则：\n在 `Rules` 部分，选择默认规则集或自定义规则集。\n6. 保存并应用设置：\n点击 `Save` 按钮保存配置。\n7. 验证 IDS 功能：\n导航到 `Reports`，查看 IDS 检测到的事件和日志。
入侵检测场景,Clavister NetWall IPS,如何在 AlienVault USM 中配置日志设置？,,"1. 登录到 AlienVault USM 管理界面：\n打开浏览器并访问 https://<alienvault-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Configuration` > `Log Settings`。\n3. 配置日志目的地：\n在 `Log Destinations` 部分，输入 Syslog 服务器的地址（例如，192.168.1.100）。\n4. 配置日志级别：\n选择日志级别（例如，`Info`, `Warning`, `Error`）。\n5. 配置日志类型：\n选择需要记录的日志类型（例如，`System Logs`, `Application Logs`, `Security Logs`）。\n6. 保存并应用设置：\n点击 `Save` 按钮保存配置。\n7. 验证日志记录：\n导航到 `Logs`，查看是否正常记录日志。"
入侵检测场景,Clavister NetWall IPS,如何在 AlienVault USM 中配置用户认证？,,"1. 登录到 AlienVault USM 管理界面：\n打开浏览器并访问 https://<alienvault-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Configuration` > `User Management`。\n3. 添加新的用户：\n点击 `Add User` 按钮。\n4. 输入用户信息：\n在 `Username` 字段中输入用户名，在 `Password` 和 `Confirm Password` 字段中输入密码。\n5. 配置用户角色：\n在 `Roles` 部分，选择用户角色（例如，`Admin`, `Analyst`）。\n6. 保存并应用设置：\n点击 `Save` 按钮保存用户配置。\n7. 验证用户认证：\n注销并使用新用户凭据重新登录管理界面，确认用户认证配置正常。"
入侵检测场景,Clavister NetWall IPS,如何在 AlienVault USM 中配置资产管理？,,"1. 登录到 AlienVault USM 管理界面：\n打开浏览器并访问 https://<alienvault-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Assets` > `Asset Management`。\n3. 添加新的资产：\n点击 `Add Asset` 按钮，输入资产名称和描述。\n4. 配置资产信息：\n输入资产的 IP 地址、资产类型和其他相关信息（例如，`Server`, `Workstation`）。\n5. 关联资产组：\n将资产关联到相应的资产组（例如，`Production`, `Development`）。\n6. 保存并应用设置：\n点击 `Save` 按钮保存配置。\n7. 验证资产管理：\n导航到 `Assets`，查看资产是否已成功添加并配置。"
入侵检测场景,WatchGuard Firebox IPS,如何配置 WatchGuard Firebox 的基本网络设置？,,1. 登录到 WatchGuard Firebox 管理界面：\n打开浏览器并访问 https://<firebox-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Network` > `Interfaces`。\n3. 配置网络接口 IP 地址：\n选择要配置的接口，点击 `Edit` 按钮。\n4. 输入 IP 地址和子网掩码：\n在 `IP Address` 字段中输入 IP 地址（例如，192.168.1.10），在 `Subnet Mask` 字段中输入子网掩码（例如，255.255.255.0）。\n5. 配置默认网关：\n在 `Default Gateway` 字段中输入默认网关地址（例如，192.168.1.1）。\n6. 配置 DNS 服务器：\n在 `DNS` 部分输入主 DNS 和备用 DNS 服务器地址（例如，8.8.8.8 和 8.8.4.4）。\n7. 保存并应用设置：\n点击 `Save` 按钮保存更改。\n8. 验证网络连接：\n打开终端并执行 `ping 192.168.1.10`，确认网络连接正常。"
入侵检测场景,WatchGuard Firebox IPS,如何在 WatchGuard Firebox 中配置 IPS 策略？,,"1. 登录到 WatchGuard Firebox 管理界面：\n打开浏览器并访问 https://<firebox-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Security Services` > `Intrusion Prevention`。\n3. 启用 IPS 服务：\n在 `Intrusion Prevention` 页面，点击 `Enable` 按钮。\n4. 配置 IPS 策略：\n在 `IPS Settings` 部分，选择 `Policy` 下拉菜单中的策略（例如，`Default`, `High Security`）。\n5. 配置规则集：\n点击 `Edit` 按钮，选择或自定义规则集，配置检测级别和响应操作。\n6. 保存并应用设置：\n点击 `Save` 按钮保存更改。\n7. 验证 IPS 功能：\n导航到 `Logs` > `Intrusion Prevention`，查看是否有检测到的入侵事件。"" }"
入侵检测场景,WatchGuard Firebox IPS,如何在 WatchGuard Firebox 中配置日志设置？,,"""1. 登录到 WatchGuard Firebox 管理界面：\n打开浏览器并访问 https://<firebox-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `System` > `Log Settings`。\n3. 配置日志目的地：\n在 `Log Destinations` 部分，输入 Syslog 服务器的地址（例如，192.168.1.100）。\n4. 配置日志级别：\n选择日志级别（例如，`Info`, `Warning`, `Error`）。\n5. 配置日志类型：\n选择需要记录的日志类型（例如，`System Logs`, `Traffic Logs`, `Security Logs`）。\n6. 保存并应用设置：\n点击 `Save` 按钮保存配置。\n7. 验证日志记录：\n导航到 `Reports`，查看是否正常记录日志。"""
入侵检测场景,WatchGuard Firebox IPS,如何在 WatchGuard Firebox 中配置用户认证？,,"1. 登录到 WatchGuard Firebox 管理界面：\n打开浏览器并访问 https://<firebox-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Users` > `User Management`。\n3. 添加新的用户：\n点击 `Add User` 按钮。\n4. 输入用户信息：\n在 `Username` 字段中输入用户名，在 `Password` 和 `Confirm Password` 字段中输入密码。\n5. 配置用户角色：\n在 `Roles` 部分，选择用户角色（例如，`Admin`, `User`）。\n6. 保存并应用设置：\n点击 `Save` 按钮保存用户配置。\n7. 验证用户认证：\n注销并使用新用户凭据重新登录管理界面，确认用户认证配置正常。"
入侵检测场景,WatchGuard Firebox IPS,如何在 WatchGuard Firebox 中配置应用控制？,,"1. 登录到 WatchGuard Firebox 管理界面：\n打开浏览器并访问 https://<firebox-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Security Services` > `Application Control`。\n3. 启用应用控制：\n在 `Application Control` 页面，点击 `Enable` 按钮。\n4. 配置应用控制策略：\n在 `Policy` 部分，选择或创建应用控制策略（例如，`Block P2P`, `Allow Office Applications`）。\n5. 配置规则：\n点击 `Edit` 按钮，选择或自定义规则，配置应用类型和访问权限。\n6. 保存并应用设置：\n点击 `Save` 按钮保存更改。\n7. 验证应用控制：\n导航到 `Reports` > `Application Control`，查看是否有应用控制策略生效的记录。"
入侵检测场景,Cisco Firepower NGIPS,如何配置 Cisco Firepower NGIPS 的基本网络设置？,,1. 登录到 Cisco Firepower NGIPS 管理界面：\n打开浏览器并访问 https://<firepower-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Devices` > `Device Management`。\n3. 配置网络接口 IP 地址：\n选择要配置的接口，点击 `Edit` 按钮。\n4. 输入 IP 地址和子网掩码：\n在 `IPv4 Address` 字段中输入 IP 地址（例如，192.168.1.10），在 `Subnet Mask` 字段中输入子网掩码（例如，255.255.255.0）。\n5. 配置默认网关：\n在 `Default Gateway` 字段中输入默认网关地址（例如，192.168.1.1）。\n6. 配置 DNS 服务器：\n在 `DNS` 部分输入主 DNS 和备用 DNS 服务器地址（例如，8.8.8.8 和 8.8.4.4）。\n7. 保存并应用设置：\n点击 `Save` 按钮保存更改。\n8. 验证网络连接：\n打开终端并执行 `ping 192.168.1.10`，确认网络连接正常。
入侵检测场景,Cisco Firepower NGIPS,如何在 Cisco Firepower NGIPS 中配置入侵检测策略？,,"1. 登录到 Cisco Firepower NGIPS 管理界面：\n打开浏览器并访问 https://<firepower-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Policies` > `Access Control Policy`。\n3. 选择或创建新的策略：\n点击 `Add` 按钮创建新的策略或选择现有策略。\n4. 配置入侵检测规则：\n在 `Rules` 部分，点击 `Edit` 按钮，选择或添加入侵检测规则。\n5. 配置策略选项：\n在 `Policy` 设置中，选择入侵检测模式（例如，`Prevent`, `Detect`），并设置响应动作（例如，`Block`, `Alert`）。\n6. 保存并应用设置：\n点击 `Save` 按钮保存更改。\n7. 验证策略应用：\n导航到 `Analysis` > `Intrusion Events`，查看是否有策略生效的入侵事件。"
入侵检测场景,Cisco Firepower NGIPS,如何在 Cisco Firepower NGIPS 中配置日志设置？,,"1. 登录到 Cisco Firepower NGIPS 管理界面：\n打开浏览器并访问 https://<firepower-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `System` > `Logging`。\n3. 配置日志目的地：\n在 `Log Destinations` 部分，输入 Syslog 服务器的地址（例如，192.168.1.100）。\n4. 配置日志级别：\n选择日志级别（例如，`Info`, `Warning`, `Critical`）。\n5. 配置日志类型：\n选择需要记录的日志类型（例如，`System Logs`, `Event Logs`, `Intrusion Logs`）。\n6. 保存并应用设置：\n点击 `Save` 按钮保存配置。\n7. 验证日志记录：\n导航到 `Monitoring` > `Logs`，查看是否正常记录日志。"
入侵检测场景,Cisco Firepower NGIPS,如何在 Cisco Firepower NGIPS 中配置用户认证？,,"1. 登录到 Cisco Firepower NGIPS 管理界面：\n打开浏览器并访问 https://<firepower-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `System` > `Users`。\n3. 添加新的用户：\n点击 `Add User` 按钮。\n4. 输入用户信息：\n在 `Username` 字段中输入用户名，在 `Password` 和 `Confirm Password` 字段中输入密码。\n5. 配置用户角色：\n在 `Roles` 部分，选择用户角色（例如，`Admin`, `Read-Only`）。\n6. 保存并应用设置：\n点击 `Save` 按钮保存用户配置。\n7. 验证用户认证：\n注销并使用新用户凭据重新登录管理界面，确认用户认证配置正常。"
入侵检测场景,Cisco Firepower NGIPS,如何在 Cisco Firepower NGIPS 中配置应用控制？,,"1. 登录到 Cisco Firepower NGIPS 管理界面：\n打开浏览器并访问 https://<firepower-ip>\n输入管理员用户名和密码进行登录。\n2. 导航到 `Policies` > `Application Control`。\n3. 启用应用控制：\n在 `Application Control` 页面，点击 `Enable` 按钮。\n4. 配置应用控制策略：\n在 `Policy` 部分，选择或创建应用控制策略（例如，`Allow Office Applications`, `Block P2P`）。\n5. 配置规则：\n点击 `Edit` 按钮，选择或自定义规则，配置应用类型和访问权限。\n6. 保存并应用设置：\n点击 `Save` 按钮保存更改。\n7. 验证应用控制：\n导航到 `Monitoring` > `Application Control`，查看是否有应用控制策略生效的记录。"
